,SERIALNO,AGEP,SCHL,SEX,RAC1P,HINCP,VEH,NP
17473,2018HU1334601,adult,below-high,male,white,6,2.0,2.0
17474,2018HU1334846,senior,High-school,female,white,2,0.0,1.0
17475,2018HU1335228,senior,below-high,female,white,6,3.0,2.0
17476,2018HU1335228,senior,High-school,male,white,6,3.0,2.0
17477,2018HU1335325,senior,Graduate,male,white,2,1.0,1.0
17478,2018HU1335512,young-adult,college,female,white,2,2.0,1.0
17479,2018HU1335515,adult,college,female,white,8,3.0,2.0
17480,2018HU1335515,adult,college,male,white,8,3.0,2.0
17481,2018HU1335529,senior,High-school,female,white,7,3.0,2.0
17482,2018HU1335529,senior,college,male,white,7,3.0,2.0
17483,2018HU1336572,adult,college,female,white,6,3.0,4.0
17484,2018HU1336572,adult,college,male,white,6,3.0,4.0
17485,2018HU1336572,tenager,below-high,male,white,6,3.0,4.0
17486,2018HU1336572,tenager,below-high,male,white,6,3.0,4.0
17487,2018HU1337193,adult,college,male,white,8,3.0,5.0
17488,2018HU1337193,adult,High-school,female,white,8,3.0,5.0
17489,2018HU1337193,young-adult,High-school,female,white,8,3.0,5.0
17490,2018HU1337193,tenager,below-high,female,white,8,3.0,5.0
17491,2018HU1337193,tenager,below-high,male,white,8,3.0,5.0
17492,2018HU1337363,adult,Graduate,female,white,7,3.0,6.0
17493,2018HU1337363,adult,High-school,male,white,7,3.0,6.0
17494,2018HU1337363,tenager,below-high,male,white,7,3.0,6.0
17495,2018HU1337363,tenager,below-high,female,white,7,3.0,6.0
17496,2018HU1337363,tenager,below-high,female,white,7,3.0,6.0
17497,2018HU1337363,child,below-high,male,white,7,3.0,6.0
17498,2018HU1337798,senior,High-school,female,white,6,3.0,2.0
17499,2018HU1337798,senior,High-school,male,white,6,3.0,2.0
17500,2018HU1337822,adult,college,male,white,7,2.0,3.0
17501,2018HU1337822,adult,High-school,female,white,7,2.0,3.0
17502,2018HU1337822,tenager,below-high,male,white,7,2.0,3.0
17503,2018HU1338137,adult,Bachelor,male,white,6,2.0,3.0
17504,2018HU1338137,adult,Bachelor,female,white,6,2.0,3.0
17505,2018HU1338137,child,below-high,female,white,6,2.0,3.0
17506,2018HU1339091,senior,Bachelor,male,white,4,1.0,2.0
17507,2018HU1339091,senior,High-school,female,white,4,1.0,2.0
17508,2018HU1339175,adult,college,female,white,8,3.0,4.0
17509,2018HU1339175,adult,college,male,white,8,3.0,4.0
17510,2018HU1339175,young-adult,college,female,white,8,3.0,4.0
17511,2018HU1339175,child,below-high,female,white,8,3.0,4.0
17512,2018HU1339542,adult,below-high,male,white,2,3.0,6.0
17513,2018HU1339542,adult,below-high,female,white,2,3.0,6.0
17514,2018HU1339542,tenager,below-high,female,white,2,3.0,6.0
17515,2018HU1339542,tenager,below-high,male,white,2,3.0,6.0
17516,2018HU1339542,tenager,below-high,male,white,2,3.0,6.0
17517,2018HU1339542,child,below-high,male,white,2,3.0,6.0
17518,2018HU1339595,young-adult,below-high,female,black,3,0.0,2.0
17519,2018HU1339595,adult,college,male,black,3,0.0,2.0
17520,2018HU1339839,adult,Graduate,male,white,9,3.0,4.0
17521,2018HU1339839,adult,Graduate,female,white,9,3.0,4.0
17522,2018HU1339839,young-adult,Bachelor,male,white,9,3.0,4.0
17523,2018HU1339839,young-adult,college,female,white,9,3.0,4.0
17524,2018HU1339905,senior,college,female,native,6,1.0,1.0
17525,2018HU1340293,senior,college,female,white,5,2.0,2.0
17526,2018HU1340293,senior,college,male,white,5,2.0,2.0
17527,2018HU1340376,adult,college,male,white,7,3.0,2.0
17528,2018HU1340376,adult,college,female,white,7,3.0,2.0
17529,2018HU1341048,adult,Bachelor,female,white,8,3.0,3.0
17530,2018HU1341048,adult,Graduate,male,white,8,3.0,3.0
17531,2018HU1341048,child,below-high,male,white,8,3.0,3.0
17532,2018HU1341062,adult,Bachelor,male,native,6,2.0,2.0
17533,2018HU1341062,senior,college,female,native,6,2.0,2.0
17534,2018HU1341336,adult,college,female,white,1,1.0,1.0
17535,2018HU1341455,young-adult,Bachelor,female,white,4,1.0,1.0
17536,2018HU1341920,senior,college,male,white,6,2.0,2.0
17537,2018HU1341920,senior,Bachelor,female,white,6,2.0,2.0
17538,2018HU1342099,adult,college,male,white,9,3.0,2.0
17539,2018HU1342099,adult,college,female,white,9,3.0,2.0
17540,2018HU1342994,senior,Bachelor,female,white,5,2.0,2.0
17541,2018HU1342994,senior,High-school,female,white,5,2.0,2.0
17542,2018HU1343201,adult,college,male,white,6,2.0,5.0
17543,2018HU1343201,adult,college,female,white,6,2.0,5.0
17544,2018HU1343201,tenager,below-high,male,white,6,2.0,5.0
17545,2018HU1343201,tenager,below-high,male,white,6,2.0,5.0
17546,2018HU1343201,tenager,below-high,male,white,6,2.0,5.0
17547,2018HU1343216,adult,college,female,white,8,3.0,3.0
17548,2018HU1343216,adult,college,male,white,8,3.0,3.0
17549,2018HU1343216,tenager,below-high,female,white,8,3.0,3.0
17550,2018HU1344477,young-adult,college,female,white,4,1.0,2.0
17551,2018HU1344477,child,below-high,female,white,4,1.0,2.0
17552,2018HU1345139,adult,Bachelor,female,white,5,2.0,5.0
17553,2018HU1345139,adult,High-school,male,white,5,2.0,5.0
17554,2018HU1345139,tenager,below-high,female,white,5,2.0,5.0
17555,2018HU1345139,tenager,below-high,male,white,5,2.0,5.0
17556,2018HU1345139,tenager,below-high,male,white,5,2.0,5.0
17557,2018HU1345547,senior,Bachelor,female,white,7,2.0,2.0
17558,2018HU1345547,senior,Graduate,male,white,7,2.0,2.0
17559,2018HU1345593,senior,college,female,white,7,3.0,2.0
17560,2018HU1345593,senior,college,male,white,7,3.0,2.0
17561,2018HU1345605,senior,High-school,female,white,5,1.0,1.0
17562,2018HU1345955,senior,Bachelor,male,white,5,2.0,2.0
17563,2018HU1345955,senior,Bachelor,female,white,5,2.0,2.0
17564,2018HU1346670,adult,Bachelor,male,white,3,2.0,1.0
17565,2018HU1346759,senior,below-high,male,white,5,1.0,2.0
17566,2018HU1346759,senior,below-high,male,white,5,1.0,2.0
17567,2018HU1346895,senior,High-school,male,white,2,1.0,1.0
17568,2018HU1347161,adult,college,female,white,6,3.0,5.0
17569,2018HU1347161,adult,Bachelor,male,white,6,3.0,5.0
17570,2018HU1347161,child,below-high,female,white,6,3.0,5.0
17571,2018HU1347161,child,below-high,male,white,6,3.0,5.0
17572,2018HU1347161,child,below-high,female,white,6,3.0,5.0
17573,2018HU1347281,senior,Bachelor,male,white,2,1.0,1.0
17574,2018HU1347649,adult,college,female,white,4,1.0,1.0
17575,2018HU1347651,young-adult,High-school,female,other,4,1.0,1.0
17576,2018HU1347808,senior,college,female,white,10,3.0,3.0
17577,2018HU1347808,senior,Bachelor,female,white,10,3.0,3.0
17578,2018HU1347808,senior,Graduate,male,white,10,3.0,3.0
17579,2018HU1347817,senior,High-school,female,white,6,3.0,2.0
17580,2018HU1347817,senior,college,male,white,6,3.0,2.0
17581,2018HU1347975,adult,Bachelor,female,white,9,3.0,5.0
17582,2018HU1347975,adult,college,male,white,9,3.0,5.0
17583,2018HU1347975,young-adult,college,female,white,9,3.0,5.0
17584,2018HU1347975,tenager,below-high,male,white,9,3.0,5.0
17585,2018HU1347975,child,below-high,male,white,9,3.0,5.0
17586,2018HU1348642,senior,college,male,white,4,3.0,2.0
17587,2018HU1348642,adult,college,female,white,4,3.0,2.0
17588,2018HU1349020,senior,High-school,male,white,3,1.0,1.0
17589,2018HU1349362,adult,college,female,white,8,3.0,4.0
17590,2018HU1349362,senior,High-school,male,white,8,3.0,4.0
17591,2018HU1349362,adult,Bachelor,male,white,8,3.0,4.0
17592,2018HU1349362,adult,High-school,female,white,8,3.0,4.0
17593,2018HU1350453,adult,college,male,native,8,2.0,2.0
17594,2018HU1350453,adult,college,female,white,8,2.0,2.0
17595,2018HU1351066,adult,High-school,male,white,6,3.0,2.0
17596,2018HU1351066,adult,college,female,white,6,3.0,2.0
17597,2018HU1351096,senior,Bachelor,male,white,7,3.0,2.0
17598,2018HU1351096,senior,High-school,female,white,7,3.0,2.0
17599,2018HU1351159,adult,High-school,female,white,3,2.0,3.0
17600,2018HU1351159,child,below-high,male,other,3,2.0,3.0
17601,2018HU1351159,adult,below-high,male,native,3,2.0,3.0
17602,2018HU1351848,senior,High-school,male,other,2,1.0,1.0
17603,2018HU1352609,adult,Bachelor,male,white,8,2.0,2.0
17604,2018HU1352609,adult,Bachelor,female,white,8,2.0,2.0
17605,2018HU1352905,adult,college,female,white,6,2.0,2.0
17606,2018HU1352905,senior,High-school,male,white,6,2.0,2.0
17607,2018HU1352921,senior,Bachelor,female,white,4,3.0,2.0
17608,2018HU1352921,senior,Graduate,male,white,4,3.0,2.0
17609,2018HU1353741,senior,Bachelor,female,native,2,3.0,1.0
17610,2018HU1353814,adult,college,female,white,7,1.0,2.0
17611,2018HU1353814,adult,college,male,black,7,1.0,2.0
17612,2018HU1354023,senior,college,female,white,7,3.0,2.0
17613,2018HU1354023,senior,High-school,male,white,7,3.0,2.0
17614,2018HU1354302,adult,High-school,female,white,6,2.0,2.0
17615,2018HU1354302,adult,High-school,male,white,6,2.0,2.0
17616,2018HU1354387,adult,High-school,male,white,6,2.0,1.0
17617,2018HU1354925,senior,Graduate,male,white,5,1.0,1.0
17618,2018HU1356513,young-adult,college,female,white,2,1.0,2.0
17619,2018HU1356513,child,below-high,male,white,2,1.0,2.0
17620,2018HU1356721,adult,college,male,white,7,1.0,4.0
17621,2018HU1356721,adult,Bachelor,female,white,7,1.0,4.0
17622,2018HU1356721,tenager,below-high,female,white,7,1.0,4.0
17623,2018HU1356721,tenager,below-high,male,white,7,1.0,4.0
17624,2018HU1357469,adult,college,female,white,8,2.0,4.0
17625,2018HU1357469,adult,Bachelor,male,white,8,2.0,4.0
17626,2018HU1357469,tenager,below-high,female,white,8,2.0,4.0
17627,2018HU1357469,tenager,below-high,female,white,8,2.0,4.0
17628,2018HU1357530,adult,High-school,male,white,4,2.0,1.0
17629,2018HU1358601,young-adult,High-school,male,white,3,1.0,1.0
17630,2018HU1358731,senior,Graduate,male,white,7,2.0,2.0
17631,2018HU1358731,senior,Graduate,female,white,7,2.0,2.0
17632,2018HU1359324,adult,college,female,native,4,1.0,5.0
17633,2018HU1359324,tenager,below-high,female,native,4,1.0,5.0
17634,2018HU1359324,child,below-high,female,native,4,1.0,5.0
17635,2018HU1359324,child,below-high,female,native,4,1.0,5.0
17636,2018HU1359324,child,below-high,female,native,4,1.0,5.0
17637,2018HU1359531,senior,college,male,white,6,2.0,2.0
17638,2018HU1359531,senior,college,female,white,6,2.0,2.0
17639,2018HU1359574,adult,college,male,white,6,3.0,4.0
17640,2018HU1359574,adult,Bachelor,female,white,6,3.0,4.0
17641,2018HU1359574,tenager,below-high,male,white,6,3.0,4.0
17642,2018HU1359574,child,below-high,female,white,6,3.0,4.0
17643,2018HU1359691,adult,college,male,white,7,2.0,5.0
17644,2018HU1359691,adult,High-school,female,white,7,2.0,5.0
17645,2018HU1359691,tenager,below-high,male,white,7,2.0,5.0
17646,2018HU1359691,child,below-high,male,white,7,2.0,5.0
17647,2018HU1359691,child,below-high,female,white,7,2.0,5.0
17648,2018HU1360694,senior,Bachelor,female,white,10,3.0,2.0
17649,2018HU1360694,senior,Bachelor,male,white,10,3.0,2.0
17650,2018HU1361996,senior,college,female,white,7,3.0,2.0
17651,2018HU1361996,senior,college,male,white,7,3.0,2.0
17652,2018HU1362126,senior,Bachelor,female,white,2,0.0,1.0
17653,2018HU1362828,adult,Bachelor,male,white,6,1.0,1.0
17654,2018HU1362930,senior,college,female,white,3,1.0,1.0
17655,2018HU1363265,adult,college,female,white,3,2.0,3.0
17656,2018HU1363265,adult,High-school,male,white,3,2.0,3.0
17657,2018HU1363265,tenager,below-high,male,white,3,2.0,3.0
17658,2018HU1363438,senior,college,male,white,5,1.0,2.0
17659,2018HU1363438,senior,college,female,white,5,1.0,2.0
17660,2018HU1364323,adult,college,female,white,7,3.0,4.0
17661,2018HU1364323,adult,college,male,white,7,3.0,4.0
17662,2018HU1364323,young-adult,Bachelor,female,white,7,3.0,4.0
17663,2018HU1364323,tenager,High-school,male,white,7,3.0,4.0
17664,2018HU1364719,young-adult,Bachelor,male,white,4,1.0,1.0
17665,2018HU1364954,senior,High-school,male,white,5,2.0,2.0
17666,2018HU1364954,adult,college,female,white,5,2.0,2.0
17667,2018HU1365601,adult,Bachelor,female,white,10,3.0,4.0
17668,2018HU1365601,adult,Bachelor,male,white,10,3.0,4.0
17669,2018HU1365601,tenager,High-school,female,white,10,3.0,4.0
17670,2018HU1365601,tenager,below-high,male,white,10,3.0,4.0
17671,2018HU1366013,adult,Bachelor,male,white,6,2.0,4.0
17672,2018HU1366013,adult,High-school,female,white,6,2.0,4.0
17673,2018HU1366013,tenager,below-high,male,white,6,2.0,4.0
17674,2018HU1366013,tenager,below-high,male,white,6,2.0,4.0
17675,2018HU1366155,senior,High-school,female,white,4,1.0,2.0
17676,2018HU1366155,adult,High-school,male,white,4,1.0,2.0
17677,2018HU1366633,senior,college,female,white,5,1.0,1.0
17678,2018HU1366641,senior,college,female,white,2,0.0,1.0
17679,2018HU1366941,adult,High-school,male,asian,5,1.0,4.0
17680,2018HU1366941,adult,High-school,female,asian,5,1.0,4.0
17681,2018HU1366941,tenager,below-high,male,asian,5,1.0,4.0
17682,2018HU1366941,tenager,below-high,male,asian,5,1.0,4.0
17683,2018HU1367085,adult,High-school,female,white,6,3.0,3.0
17684,2018HU1367085,child,below-high,male,white,6,3.0,3.0
17685,2018HU1367085,adult,college,male,white,6,3.0,3.0
17686,2018HU1367416,young-adult,college,female,white,4,1.0,1.0
17687,2018HU1367756,adult,Bachelor,male,white,6,2.0,4.0
17688,2018HU1367756,adult,Bachelor,female,white,6,2.0,4.0
17689,2018HU1367756,child,below-high,male,white,6,2.0,4.0
17690,2018HU1367756,tenager,below-high,male,white,6,2.0,4.0
17691,2018HU1367878,adult,college,male,white,5,2.0,1.0
17692,2018HU1368136,young-adult,college,female,white,7,2.0,3.0
17693,2018HU1368136,young-adult,college,male,white,7,2.0,3.0
17694,2018HU1368136,child,below-high,male,white,7,2.0,3.0
17695,2018HU1369738,young-adult,Bachelor,female,white,2,1.0,1.0
17696,2018HU1369902,adult,college,female,white,6,3.0,3.0
17697,2018HU1369902,tenager,below-high,male,white,6,3.0,3.0
17698,2018HU1369902,tenager,below-high,male,white,6,3.0,3.0
17699,2018HU1370749,adult,Bachelor,female,white,2,1.0,1.0
17700,2018HU1370882,senior,college,female,white,2,1.0,1.0
17701,2018HU1371116,adult,college,male,white,10,3.0,2.0
17702,2018HU1371116,adult,High-school,female,white,10,3.0,2.0
17703,2018HU1371450,adult,college,female,native,3,1.0,4.0
17704,2018HU1371450,child,below-high,female,native,3,1.0,4.0
17705,2018HU1371450,child,below-high,male,native,3,1.0,4.0
17706,2018HU1371450,young-adult,High-school,male,native,3,1.0,4.0
17707,2018HU1371915,adult,college,male,white,8,3.0,4.0
17708,2018HU1371915,adult,college,female,white,8,3.0,4.0
17709,2018HU1371915,young-adult,High-school,male,white,8,3.0,4.0
17710,2018HU1371915,tenager,below-high,female,white,8,3.0,4.0
17711,2018HU1372265,senior,college,male,white,8,2.0,2.0
17712,2018HU1372265,senior,Graduate,female,white,8,2.0,2.0
17713,2018HU1372814,senior,High-school,male,white,5,3.0,2.0
17714,2018HU1372814,senior,college,female,white,5,3.0,2.0
17715,2018HU1373264,adult,High-school,male,white,7,2.0,2.0
17716,2018HU1373264,senior,Bachelor,female,white,7,2.0,2.0
17717,2018HU1374153,senior,Bachelor,male,white,6,3.0,2.0
17718,2018HU1374153,senior,college,female,white,6,3.0,2.0
17719,2018HU1375259,adult,college,female,white,6,3.0,2.0
17720,2018HU1375259,adult,High-school,male,white,6,3.0,2.0
17721,2018HU1375372,adult,Bachelor,female,white,7,3.0,3.0
17722,2018HU1375372,adult,Bachelor,male,white,7,3.0,3.0
17723,2018HU1375372,tenager,below-high,female,white,7,3.0,3.0
17724,2018HU1375399,senior,High-school,female,white,2,1.0,1.0
17725,2018HU1375624,adult,Bachelor,male,white,9,3.0,5.0
17726,2018HU1375624,adult,college,female,white,9,3.0,5.0
17727,2018HU1375624,tenager,below-high,male,white,9,3.0,5.0
17728,2018HU1375624,tenager,below-high,female,white,9,3.0,5.0
17729,2018HU1375624,tenager,below-high,female,white,9,3.0,5.0
17730,2018HU1376464,adult,Graduate,male,white,8,2.0,3.0
17731,2018HU1376464,adult,Graduate,female,white,8,2.0,3.0
17732,2018HU1376464,child,below-high,male,white,8,2.0,3.0
17733,2018HU1376969,senior,college,male,white,3,0.0,1.0
17734,2018HU1377010,senior,High-school,male,white,3,1.0,2.0
17735,2018HU1377010,adult,college,female,white,3,1.0,2.0
17736,2018HU1377041,senior,High-school,female,white,3,1.0,1.0
17737,2018HU1377319,senior,High-school,male,white,6,2.0,1.0
17738,2018HU1378107,senior,High-school,male,white,2,1.0,1.0
17739,2018HU1378382,adult,college,male,white,6,3.0,6.0
17740,2018HU1378382,adult,college,female,white,6,3.0,6.0
17741,2018HU1378382,tenager,below-high,female,white,6,3.0,6.0
17742,2018HU1378382,tenager,below-high,female,white,6,3.0,6.0
17743,2018HU1378382,tenager,below-high,male,white,6,3.0,6.0
17744,2018HU1378382,tenager,below-high,female,white,6,3.0,6.0
17745,2018HU1378738,adult,college,male,white,7,2.0,1.0
17746,2018HU1379202,senior,Bachelor,male,white,3,1.0,1.0
17747,2018HU1379962,senior,below-high,male,white,3,2.0,1.0
17748,2018HU1380132,young-adult,college,male,white,2,2.0,2.0
17749,2018HU1380132,young-adult,college,female,native,2,2.0,2.0
17750,2018HU1380516,senior,below-high,female,white,6,2.0,2.0
17751,2018HU1380516,senior,below-high,male,white,6,2.0,2.0
17752,2018HU1380569,senior,below-high,female,white,2,0.0,1.0
17753,2018HU1380737,senior,below-high,male,white,8,1.0,1.0
17754,2018HU1380826,adult,Bachelor,female,white,6,3.0,5.0
17755,2018HU1380826,adult,college,male,white,6,3.0,5.0
17756,2018HU1380826,tenager,below-high,male,white,6,3.0,5.0
17757,2018HU1380826,child,below-high,male,white,6,3.0,5.0
17758,2018HU1380826,child,below-high,male,white,6,3.0,5.0
17759,2018HU1380961,senior,college,male,white,7,3.0,2.0
17760,2018HU1380961,senior,college,female,white,7,3.0,2.0
17761,2018HU1381111,adult,below-high,male,white,4,3.0,3.0
17762,2018HU1381111,adult,High-school,female,white,4,3.0,3.0
17763,2018HU1381111,tenager,below-high,female,white,4,3.0,3.0
17764,2018HU1381447,senior,High-school,male,white,8,3.0,2.0
17765,2018HU1381447,senior,High-school,male,white,8,3.0,2.0
17766,2018HU1381701,adult,college,female,native,4,0.0,1.0
17767,2018HU1381831,adult,college,male,white,6,3.0,2.0
17768,2018HU1381831,young-adult,Bachelor,female,white,6,3.0,2.0
17769,2018HU1381955,adult,Bachelor,male,white,5,1.0,1.0
17770,2018HU1382097,adult,below-high,male,native,2,1.0,7.0
17771,2018HU1382097,adult,below-high,female,native,2,1.0,7.0
17772,2018HU1382097,tenager,below-high,female,native,2,1.0,7.0
17773,2018HU1382097,tenager,below-high,female,native,2,1.0,7.0
17774,2018HU1382097,child,below-high,female,native,2,1.0,7.0
17775,2018HU1382097,child,below-high,male,native,2,1.0,7.0
17776,2018HU1382097,child,below-high,female,native,2,1.0,7.0
17777,2018HU1382309,senior,college,female,white,7,3.0,2.0
17778,2018HU1382309,senior,High-school,male,white,7,3.0,2.0
17779,2018HU1382879,adult,High-school,male,white,10,1.0,1.0
17780,2018HU1383055,senior,college,male,white,3,3.0,2.0
17781,2018HU1383055,adult,Bachelor,female,white,3,3.0,2.0
17782,2018HU1386195,senior,Graduate,male,white,8,2.0,2.0
17783,2018HU1386195,senior,Graduate,female,white,8,2.0,2.0
17784,2018HU1386695,senior,High-school,male,white,3,1.0,1.0
17785,2018HU1387340,senior,High-school,female,white,4,3.0,2.0
17786,2018HU1387340,adult,High-school,male,white,4,3.0,2.0
17787,2018HU1387624,senior,below-high,female,white,2,1.0,1.0
17788,2018HU1387639,adult,below-high,male,asian,7,3.0,7.0
17789,2018HU1387639,young-adult,High-school,female,asian,7,3.0,7.0
17790,2018HU1387639,adult,below-high,male,asian,7,3.0,7.0
17791,2018HU1387639,adult,below-high,female,asian,7,3.0,7.0
17792,2018HU1387639,adult,below-high,male,asian,7,3.0,7.0
17793,2018HU1387639,adult,below-high,female,asian,7,3.0,7.0
17794,2018HU1387639,child,below-high,female,asian,7,3.0,7.0
17795,2018HU1388809,senior,High-school,female,white,2,1.0,1.0
17796,2018HU1389002,adult,college,female,white,6,3.0,1.0
17797,2018HU1389186,senior,college,female,white,8,2.0,2.0
17798,2018HU1389186,senior,college,male,white,8,2.0,2.0
